num_layers,feed_per_layer_g,water_litres,maize_percentage,season,veterinary_visits_per_month,farmers_experience_years,chicken_breed,age_weeks,eggs_per_day
1952,100.65974971950882,79.16398820963302,75.00093209240526,dry,2,7,shika_brown,29,1159
1120,110.52227671740698,188.01767242949438,50.93852624460365,dry,1,13,shika_brown,71,610
1615,146.25915553212872,69.55495874957282,71.85394953515147,rainy,3,16,noiler,56,1010
1043,133.98427841781384,126.64705630787395,63.18355826813241,dry,4,23,fulani,53,505
1567,103.08554880905503,129.4912746081731,59.84214244584446,dry,0,1,other,90,627
1012,121.09240966805314,117.79109708494532,65.24627748444766,dry,1,24,noiler,20,745
1116,108.20911785513769,193.03322953491235,52.30028864789779,rainy,3,15,noiler,25,922
960,145.54215073233098,161.3744660982394,61.86157898947434,dry,0,17,fulani,29,455
1280,128.39260708488,103.79967991078226,36.02612893932322,rainy,0,18,shika_brown,76,621
1026,147.72051027754583,164.30903673683085,32.74413073232375,rainy,1,9,fulani,31,510
487,128.8637130306452,183.89976991325935,56.51325663174501,dry,3,6,fulani,21,281
1672,139.69931050483248,163.2998073669135,56.00840549393659,rainy,1,11,shika_brown,72,1030
550,152.48210036105195,134.05119876380968,76.95338492564481,rainy,2,6,sasso,46,359
1257,105.31260463681708,65.26354824887652,53.98906634282524,dry,3,14,fulani,27,633
639,144.2549380953335,93.42880040756233,35.52370565656973,dry,1,3,shika_brown,79,281
592,102.52559137818172,62.502350862677936,79.38611948680158,rainy,0,24,sasso,29,395
1106,152.74709845372988,192.26248312079744,53.37007556249348,rainy,1,24,sasso,21,733
1894,124.09481418552924,177.29560293965437,41.52845979025095,rainy,4,13,shika_brown,74,1115
558,149.57234174763795,172.10775619818253,61.48889614980766,rainy,0,8,noiler,37,352
1896,115.61400207709164,132.13470940406162,54.55931704343133,rainy,2,2,other,90,758
934,107.77089527696825,184.4247311816568,77.78257491148767,dry,1,8,fulani,22,463
1718,105.21920559468461,117.18344982989782,48.6344258506157,dry,2,4,shika_brown,35,1093
892,103.6910215743541,183.60687767924458,55.80395102218083,rainy,1,2,shika_brown,57,590
1612,152.7177991813095,171.63964302496993,62.922591732921276,rainy,2,15,fulani,30,921
1493,106.35004562971504,157.85870332554228,39.461076989250294,rainy,2,12,shika_brown,48,1161
834,100.30871024528288,174.792568437134,41.43125807624617,rainy,1,3,shika_brown,95,412
1547,105.04589346807907,105.700700710461,57.992215615441474,dry,1,23,other,52,870
1307,106.4188383296175,166.54390635028392,57.063328933805515,dry,1,14,other,39,827
1565,156.8378732953803,83.29286217051813,68.54921462660678,rainy,1,21,fulani,39,769
773,104.48166506547125,179.33805228781068,79.50741863753235,rainy,4,11,sasso,69,510
869,100.061768790738,82.25135965874591,53.42697083842921,dry,0,2,other,56,392
1594,147.68857292499575,157.11551160940843,41.03848063943802,dry,3,21,noiler,44,1003
869,153.64595222074806,92.19364482475206,40.655235201254165,dry,0,24,sasso,35,463
1594,128.29194760615076,136.05259281059415,37.962286913963226,rainy,0,20,noiler,63,906
648,107.87469266094325,64.55366512877526,76.04239239078434,rainy,3,13,fulani,95,276
754,107.51114753215303,155.979140212056,51.51529474497313,dry,0,21,other,19,391
1020,100.69723239448604,70.14256429123824,49.62467782033424,dry,2,12,fulani,50,528
401,154.4691191790784,161.39994313769768,67.45808195506416,rainy,0,11,fulani,63,160
1409,112.62097479513211,108.44231947027754,68.79023678964779,dry,3,0,shika_brown,50,723
888,104.71470982930124,115.56925866822345,36.63578770215302,rainy,1,13,shika_brown,32,659
1628,157.0929984613196,77.39079534192831,74.81106513425192,rainy,0,6,fulani,93,651
1587,156.84102775786232,147.54265242995268,69.17113629708074,rainy,2,6,noiler,97,838
709,128.8542298869391,65.70557485294619,38.19997404947486,dry,2,17,sasso,29,521
1208,128.75673571457725,146.203883071914,46.45087189073311,dry,3,12,other,70,620
1917,101.25166835749229,151.45682269322623,46.61573126775545,dry,0,2,sasso,91,891
1054,140.81369454587747,70.10777725708462,31.532625110290304,rainy,3,16,other,48,659
1104,120.75609955281777,111.94542681784438,79.3824781868029,dry,1,16,noiler,53,693
1573,143.5154596249082,128.1336517994584,73.67116190408302,dry,3,5,shika_brown,75,832
1210,114.14752563755259,168.6400289849601,50.26550915428717,dry,1,11,shika_brown,54,823
1136,104.14796717119717,121.20315443435572,34.86966962767761,rainy,0,19,shika_brown,87,471
327,115.48800596206766,151.9431330357809,46.259503211234744,dry,3,23,sasso,62,218
1218,127.22737248301836,93.04706486850495,33.67483736650063,dry,1,9,sasso,18,852
1271,142.40663301312674,83.38586710613298,38.380960814415886,rainy,2,4,other,93,512
464,146.90741979070177,158.7539831757085,52.318432325629274,rainy,3,19,shika_brown,95,245
1343,103.10181023449162,149.60041535716792,41.235058848634,rainy,4,4,fulani,68,627
1529,141.29247195199574,115.63305838501614,53.99485407960366,rainy,2,1,fulani,67,671
1507,130.93576171475502,128.43852123596884,63.34321287730522,dry,4,19,shika_brown,25,1081
1664,105.6340429473651,154.16429655151768,52.187510965228554,rainy,1,0,shika_brown,60,931
1468,149.85263148050234,181.04523703370512,68.42596822618955,rainy,0,13,sasso,50,960
1324,112.94050914386303,152.243965832572,49.69322028270793,rainy,0,1,shika_brown,81,612
884,105.42890171722304,100.41598337428934,35.45548158828748,dry,4,5,sasso,36,610
1777,154.08253897530665,182.90476226578585,45.85978583826993,rainy,2,0,fulani,32,899
442,141.72803240139172,114.3981341778484,52.43468113112653,rainy,0,2,sasso,28,316
1166,110.10666310856318,149.96063565260653,67.9672163961433,rainy,2,20,shika_brown,89,572
928,148.82597729917518,75.2485678585424,37.449592798509734,dry,4,14,sasso,32,662
342,145.8929956925277,173.8180034202531,65.90615381132471,rainy,2,12,other,40,242
1440,153.88183293699922,94.08752152068189,76.35172723981533,rainy,3,20,other,36,792
1657,129.15230555117955,95.94871948087112,44.24364509809614,rainy,4,14,sasso,52,1117
969,142.9690404533916,98.16736010269473,50.67745507626758,rainy,2,6,sasso,91,542
1362,131.5098030200236,159.26647664114057,35.34384615473719,dry,4,9,sasso,85,706
858,157.08420053239942,144.22565482048637,70.95944297133951,dry,3,8,shika_brown,26,463
309,110.48640656964263,110.50815267548398,75.29455523938802,dry,0,4,sasso,67,156
1490,140.05299395748824,73.37494393685354,61.19296623382865,rainy,1,4,fulani,50,771
930,132.12148611055966,84.9824351318881,45.6135893024398,rainy,3,6,noiler,27,782
740,129.80601153155015,198.28997283008422,36.821987627836656,rainy,1,2,shika_brown,56,455
758,159.4753596221313,77.97520052357754,35.20548246920832,dry,1,6,other,53,338
1393,121.29977834991624,69.71933798445308,55.952989545413516,dry,3,4,sasso,44,844
459,132.40071487627063,183.21107225860416,62.54386845235971,dry,3,2,shika_brown,61,283
653,126.78114107185853,106.69973692610806,59.02375033583373,dry,3,4,other,48,427
1626,112.05602131954339,135.01587582623137,34.83382248233598,rainy,3,16,sasso,25,1232
1427,101.20158135554946,163.20523150101405,68.42999023942542,rainy,0,20,sasso,87,630
705,105.347465926961,165.73785886955312,36.38567418176174,dry,3,5,sasso,31,489
1048,121.60818444829114,72.2699845469374,76.84789115155314,rainy,0,10,noiler,69,527
1730,156.543221146134,182.2671326413387,38.08821056760548,dry,2,14,sasso,29,1064
1539,131.94887155356557,160.99908942602244,37.06390246377529,rainy,3,13,fulani,32,1013
1728,101.37362949856721,81.53076095352435,41.18072172481556,dry,3,17,shika_brown,42,1044
1612,155.36543143080365,128.18866863465104,60.31264688754887,dry,4,19,noiler,58,1006
1201,108.78243952973494,111.45481912081439,33.40861546927468,dry,3,24,sasso,62,730
1931,135.6574450337065,191.10288434371247,73.80525962990212,rainy,3,5,other,60,1141
553,136.1531898305719,111.07175068023412,49.32304205795735,rainy,2,1,shika_brown,19,421
1379,117.84130289421033,120.24720485124897,38.53323792749992,rainy,0,13,noiler,24,956
1403,141.49708333415916,146.52723440020605,61.65948130067321,dry,0,4,sasso,69,701
721,125.56500303342229,78.29945274362792,74.33021076202334,dry,4,2,noiler,31,492
754,144.01686283368412,167.70268510978758,30.55156322143236,dry,2,20,other,27,415
1200,112.91211232103424,61.69690845014506,42.06007287997707,rainy,4,17,other,62,683
971,129.27124263558176,75.3630678148505,57.39797444868465,rainy,4,19,other,43,677
1550,122.55329710874616,115.22667899980495,52.97233842029933,rainy,1,12,fulani,81,620
316,139.52152877244663,191.99635979785666,70.4441730818164,dry,4,0,shika_brown,75,155
1607,138.23208860849684,152.30954910880956,74.75588703532682,dry,0,14,fulani,77,643
1155,152.94756642736598,74.79708718687837,79.41376355000656,rainy,4,7,other,89,462
1944,148.12783348765527,74.75145475339284,31.77854335177742,dry,4,7,shika_brown,48,967
665,159.49530453221644,195.90499407389382,77.11576948365965,rainy,3,18,noiler,75,351
1675,104.12276995109606,119.40156402388433,34.130883172963436,dry,3,16,fulani,90,670
1261,140.0410238827857,61.459877915636426,42.77067423426098,dry,0,8,fulani,79,504
1999,117.56932220205789,197.1958461102391,60.09407948181611,rainy,3,1,noiler,27,1566
1082,106.64847773078843,143.79442059581118,34.75058494961523,dry,2,13,sasso,39,782
1495,111.84822939159623,184.16948602929773,62.2905406327603,rainy,1,22,fulani,29,922
1556,132.6409947509651,149.04990692217552,41.053168572686424,dry,3,10,noiler,39,1261
1069,107.90372640727371,161.63718739794137,70.88926649284726,rainy,2,22,sasso,94,626
577,132.5342323295109,142.64867666422822,55.418027345814,rainy,2,22,other,47,402
1451,126.02803073528631,82.51874435408448,57.902116257448355,dry,0,11,other,20,772
748,116.67412583493207,87.15354141748848,73.99082429709694,dry,2,24,shika_brown,38,545
1222,141.2730465927949,112.53638662197329,56.93478336715195,dry,1,21,sasso,98,661
1337,144.9727290681333,166.21469461554068,63.91894114275709,dry,2,22,noiler,75,701
1343,146.82398656883646,90.40927367676947,36.89114495796177,dry,4,21,other,91,537
337,110.01310707129225,85.38469918957074,49.383679737519714,rainy,3,13,noiler,97,208
1065,129.19585973462517,143.91165519281074,60.10728220262405,dry,3,18,fulani,80,426
510,103.51305575463876,106.7933646174485,69.24484885557338,dry,4,3,noiler,65,291
412,126.04116197043251,72.40406015514641,41.03059763556056,rainy,3,14,noiler,74,263
1319,117.9666106295132,84.28721039723402,61.87766322351149,dry,2,14,sasso,92,654
437,120.07067732451593,63.66753919448907,31.20958819456776,dry,4,5,fulani,68,175
1056,103.3681662049726,179.3819227825996,41.27706649628663,rainy,4,4,sasso,66,707
655,108.00879834495663,71.28421192599745,66.39696534868827,dry,2,0,fulani,87,262
1108,109.53449006016122,145.43152092686978,36.76770411388428,rainy,3,23,fulani,53,594
569,114.97277199097036,98.07296165800834,67.96991312089818,dry,0,12,sasso,90,238
1551,102.01681601099696,68.77144848374964,75.32187266722055,rainy,4,3,shika_brown,50,935
1722,101.30940380652937,152.93055606458248,78.16972171067752,rainy,4,9,shika_brown,31,1254
1636,129.66886787770557,197.13711765344596,37.24825361899085,rainy,1,4,fulani,36,981
744,106.845747093276,81.17455602289084,41.26584649756175,dry,0,6,fulani,98,298
1987,106.88613231215305,180.41955706892088,66.14071516042418,rainy,0,16,shika_brown,87,962
1141,109.94647240979654,192.3977405800395,72.4987685740331,dry,1,1,noiler,56,654
1409,117.4352535883813,170.1758188884733,35.59679635107652,rainy,1,2,noiler,80,690
576,109.88238120593775,106.23010908200965,67.83757528443175,dry,4,14,sasso,31,431
1704,127.07436065085929,197.89855185972252,68.60062381549952,rainy,1,24,noiler,89,950
526,106.32842199739784,151.9492146614012,71.10515803001127,dry,2,18,other,68,246
1078,112.22598754766135,133.26614836726378,44.356897904228774,dry,0,3,other,89,431
537,131.9817320347684,82.11367519694872,64.79495590844013,dry,1,6,noiler,20,413
582,116.61426924266854,197.69300618013108,37.03557640243792,rainy,4,15,noiler,21,469
1452,125.06565875650598,197.7754446651097,63.395999940181355,rainy,1,3,sasso,76,901
546,107.78958693710305,156.16053967450407,34.65152432300136,dry,0,19,shika_brown,43,318
1000,120.2104301116662,101.50856937966414,75.91039998113877,dry,2,11,fulani,28,541
1773,149.2982138626283,124.29712760424995,47.88991326627209,dry,2,11,sasso,47,1107
1541,106.038248711412,93.58237578583226,37.09859948804969,rainy,2,14,shika_brown,75,799
1398,139.06885509290044,146.92999944698036,47.61874733048272,rainy,3,10,noiler,52,1075
547,104.17846888974435,84.48340120463432,72.78686294528931,dry,0,7,noiler,21,327
741,130.7592851887032,102.74349473754238,40.632218818554804,rainy,0,20,other,63,389
1724,145.96388659211817,170.38262805546182,63.249245173799764,dry,2,0,noiler,40,1063
1766,106.65936815280887,122.58777613289956,53.01791356009632,dry,4,7,noiler,36,1210
1155,101.63050096545065,195.27407749895175,36.37269797114345,rainy,2,13,noiler,20,930
1749,141.95892250757223,177.52452733010736,79.08993466303139,dry,0,22,fulani,36,805
1235,115.798947025192,66.45729900700273,58.35853899596928,dry,0,13,noiler,70,644
1300,117.99514669041908,164.04704782242447,32.40714179891767,dry,3,7,shika_brown,58,815
731,102.080216003589,141.59295691168853,79.7718758095655,dry,4,20,other,65,361
1599,113.2135180826389,128.37244805761142,66.87828745464134,rainy,4,8,sasso,52,1192
1754,104.9324238227069,187.49472112091954,53.22166181127714,rainy,0,18,shika_brown,69,1088
904,110.2349146934254,192.7351648240019,52.26230561423941,rainy,4,18,sasso,72,558
1729,147.20502010926623,195.90726890646962,43.133782129932584,dry,1,22,fulani,18,863
1907,138.04624188257986,69.93051025872828,42.71957904209235,rainy,4,11,shika_brown,44,1283
1772,127.0279180994691,126.21598845337142,61.12598478648726,dry,2,15,other,73,798
952,132.2204493010815,179.5790396710706,32.47484267468333,dry,2,19,sasso,56,607
617,123.80781082517899,66.21428810391961,43.89110363908672,dry,4,16,fulani,34,379
1155,131.89596787626584,183.1807748305624,58.73897771322076,rainy,4,10,noiler,28,968
300,123.39234117649265,162.18044323878698,74.11292780474238,rainy,4,12,sasso,78,173
1563,117.8036584662454,160.58009217462293,77.70165637925203,rainy,0,13,other,64,764
1149,115.40165369860276,153.14089427692772,70.01774395117033,dry,1,4,noiler,45,781
1235,145.0706828685051,69.94107303465577,34.00900070409517,rainy,0,6,shika_brown,80,545
1589,130.12921659771922,79.44198569551239,35.786880333935265,rainy,3,2,sasso,87,838
966,144.4588750164747,134.1988132096986,71.45088662727454,dry,1,16,fulani,29,508
1285,154.60807820692804,173.1231681869174,40.80256825058436,rainy,0,5,sasso,38,685
1761,151.11047421243686,116.54570098381733,33.880732236572044,rainy,4,5,shika_brown,47,1116
1774,127.00740167091593,141.09728953487377,67.96755128763066,rainy,2,15,shika_brown,74,1034
1441,142.33515175862948,156.37670258889915,48.72764435100606,dry,3,4,sasso,54,910
1471,120.38612962906707,132.41351344000645,48.94551390294072,rainy,2,14,noiler,28,1260
1116,106.07559487690953,178.5995285571299,56.55426724426214,dry,3,23,sasso,82,580
856,123.05240277914801,65.45944176048762,31.547789545967177,dry,2,9,noiler,67,482
561,145.37281683701062,124.19322124346469,44.46223859863272,rainy,1,4,shika_brown,52,375
500,159.04078979262786,100.3767612946244,78.05677427037965,dry,0,12,sasso,86,200
1488,128.67270688133453,134.51605436085666,38.416847795956514,rainy,2,22,noiler,20,1178
1886,110.63025551631193,131.0424912567639,63.869366075935844,rainy,3,10,sasso,18,1367
1927,134.97906556987616,199.95993258182796,37.526074583170676,dry,2,3,noiler,34,1344
1537,134.16264167093698,146.89246717544177,40.065605391121665,rainy,3,4,fulani,53,905
1982,107.94234274209835,143.0220300504837,59.95602925201626,dry,4,14,sasso,38,1415
1840,147.65263975296432,98.60745955518998,73.85452905090945,dry,0,18,noiler,43,1046
1627,105.62034524235462,165.64697102380285,54.59655500528645,rainy,1,3,noiler,50,1107
1014,155.12408263638264,110.71753219380275,66.28582316099745,rainy,2,17,sasso,68,636
1071,148.39536053957661,126.70767372896097,79.80614748197206,dry,3,12,fulani,98,428
1817,113.2447293071669,162.7641667625029,68.12981973470876,dry,4,21,noiler,84,792
1889,131.63357085038803,148.55617539521592,62.22351385605168,dry,1,8,noiler,73,1109
1486,159.8692513409187,154.75498184003538,71.42346497245586,rainy,2,0,sasso,42,880
1872,144.42856791721115,79.9990402221174,67.67139611284846,rainy,3,8,fulani,53,874
1858,129.25766858003266,70.87090685402471,50.37715155162154,dry,2,2,noiler,31,1213
487,134.62243986771466,157.68587865028013,30.304437411991955,rainy,2,5,shika_brown,57,311
621,104.37411012207421,116.40225956856919,44.76452470239717,dry,1,6,noiler,25,417
1538,155.75368321791123,116.7143772338593,75.30555010662485,rainy,4,6,fulani,34,753
1856,112.87768439552818,118.25699992995293,67.98057143498983,rainy,0,22,shika_brown,27,1183
1807,137.48703176736416,70.04861287171182,64.13086106117012,dry,1,13,sasso,70,928
1002,107.1972215814334,188.35083669832693,66.03275726415566,dry,1,17,shika_brown,92,534
1172,144.918714047572,104.46215133655633,30.006734650224267,dry,4,17,fulani,67,469
1239,144.4542433691243,104.27782096210295,35.094619403300676,rainy,2,18,fulani,44,668
1997,118.80087505510859,170.450546048641,74.59360724053673,rainy,2,16,sasso,68,1274
517,133.87774305983578,190.22393516137944,72.21243512029092,rainy,1,14,other,38,350
534,139.9831248146924,195.24665071801482,68.05188951253915,rainy,3,14,fulani,90,242
1975,159.96797489293783,74.6731290996601,54.92853997528546,rainy,3,8,noiler,64,1012
1819,112.53296344030983,111.61900392107134,48.49066279935883,dry,0,12,shika_brown,30,1125
948,139.44120893020772,126.11945258281744,74.00783689607425,rainy,3,12,other,51,598
1075,139.0983856286366,163.4036441385263,45.7813671881675,dry,3,20,sasso,71,637
1575,102.58041711201636,153.36133247712905,71.1654714910359,dry,1,20,sasso,64,919
352,141.28266663016083,93.86444369758044,75.55343513836918,dry,0,3,shika_brown,52,156
316,154.36395314118192,97.33452753267686,66.24282496575086,rainy,3,5,fulani,45,161
1083,146.3752889125669,132.98144667157945,78.80069116396068,rainy,4,9,noiler,64,664
1457,126.13045752833145,106.4939111550391,47.09018527460913,rainy,1,6,sasso,74,845
1961,134.23897743285607,139.53295172730142,63.15036730708879,rainy,3,14,noiler,90,1174
1282,146.82256741425883,124.1194062605,49.90026464772514,dry,2,8,other,45,744
1528,144.84666439580164,126.33337597571253,32.89222247235803,dry,0,22,other,73,611
